Classifier,Dataset,Accuracy
HC1,Trace,1
HC1,TwoLeadECG,0.996283289
HC1,TwoPatterns,0.999483333
HC1,UMD,0.967361111
HC1,UWaveGestureLibraryAll,0.966620138
HC1,UWaveGestureLibraryX,0.833454309
HC1,UWaveGestureLibraryY,0.754680811
HC1,UWaveGestureLibraryZ,0.77514424
HC1,Wafer,0.999859399
HC1,Wine,0.891975309
HC1,WordSynonyms,0.693155695
HC1,Worms,0.716450216
HC1,WormsTwoClass,0.78961039
HC1,Yoga,0.912433333
InceptionTime,ACSF1,0.826666667
InceptionTime,Adiac,0.822080136
InceptionTime,ArrowHead,0.880380952
InceptionTime,Beef,0.682222222
InceptionTime,BeetleFly,0.893333333
InceptionTime,BirdChicken,0.951666667
InceptionTime,BME,0.996444444
InceptionTime,Car,0.901111111
InceptionTime,CBF,0.996111111
InceptionTime,Chinatown,0.964820214
InceptionTime,ChlorineConcentration,0.863611111
InceptionTime,CinCECGTorso,0.832125604
InceptionTime,Coffee,0.998809524
InceptionTime,Computers,0.865866667
InceptionTime,CricketX,0.853333333
InceptionTime,CricketY,0.85982906
InceptionTime,CricketZ,0.860940171
InceptionTime,Crop,0.793255952
InceptionTime,DiatomSizeReduction,0.95087146
InceptionTime,DistalPhalanxOutlineAgeGroup,0.765707434
InceptionTime,DistalPhalanxOutlineCorrect,0.815338164
InceptionTime,DistalPhalanxTW,0.665467626
InceptionTime,Earthquakes,0.73117506
InceptionTime,ECG200,0.896666667
InceptionTime,ECG5000,0.942118519
InceptionTime,ECGFiveDays,0.99585753
InceptionTime,ElectricDevices,0.890169887
InceptionTime,EOGHorizontalSignal,0.883517495
InceptionTime,EOGVerticalSignal,0.814732965
InceptionTime,EthanolLevel,0.875133333
InceptionTime,FaceAll,0.983195266
InceptionTime,FaceFour,0.938636364
InceptionTime,FacesUCR,0.97695935
InceptionTime,FiftyWords,0.826739927
InceptionTime,Fish,0.972761905
InceptionTime,FordA,0.959040404
InceptionTime,FreezerRegularTrain,0.99574269
InceptionTime,FreezerSmallTrain,0.948830409
InceptionTime,GunPoint,0.995111111
InceptionTime,GunPointAgeSpan,0.98407173
InceptionTime,GunPointMaleVersusFemale,0.998312236
InceptionTime,GunPointOldVersusYoung,1
InceptionTime,Ham,0.85047619
InceptionTime,Haptics,0.537012987
InceptionTime,Herring,0.625
InceptionTime,HouseTwenty,0.953221289
InceptionTime,InlineSkate,0.534424242
InceptionTime,InsectEPGRegularTrain,1
InceptionTime,InsectEPGSmallTrain,1
InceptionTime,InsectWingbeatSound,0.627356902
InceptionTime,ItalyPowerDemand,0.960349854
InceptionTime,LargeKitchenAppliances,0.952533333
InceptionTime,Lightning2,0.816939891
InceptionTime,Lightning7,0.820547945
InceptionTime,Mallat,0.962601279
InceptionTime,Meat,0.984444444
InceptionTime,MedicalImages,0.796359649
InceptionTime,MiddlePhalanxOutlineAgeGroup,0.594372294
InceptionTime,MiddlePhalanxOutlineCorrect,0.834249714
InceptionTime,MiddlePhalanxTW,0.527489177
InceptionTime,MixedShapesRegularTrain,0.966378007
InceptionTime,MixedShapesSmallTrain,0.913333333
InceptionTime,MoteStrain,0.88056443
InceptionTime,OliveOil,0.874444444
InceptionTime,OSULeaf,0.952479339
InceptionTime,PhalangesOutlinesCorrect,0.861344211
InceptionTime,Phoneme,0.334440928
InceptionTime,PigAirwayPressure,0.922115385
InceptionTime,PigArtPressure,0.933333333
InceptionTime,PigCVP,0.905288462
InceptionTime,Plane,0.996825397
InceptionTime,PowerCons,0.986296296
InceptionTime,ProximalPhalanxOutlineAgeGroup,0.822113821
InceptionTime,ProximalPhalanxOutlineCorrect,0.906300115
InceptionTime,ProximalPhalanxTW,0.781626016
InceptionTime,RefrigerationDevices,0.758933333
InceptionTime,Rock,0.628
InceptionTime,ScreenType,0.706044444
InceptionTime,SemgHandGenderCh2,0.884666667
InceptionTime,SemgHandMovementCh2,0.551555556
InceptionTime,SemgHandSubjectCh2,0.762888889
InceptionTime,ShapeletSim,0.923518519
InceptionTime,ShapesAll,0.938055556
InceptionTime,SmallKitchenAppliances,0.770755556
InceptionTime,SmoothSubspace,0.984666667
InceptionTime,SonyAIBORobotSurface1,0.954187465
InceptionTime,SonyAIBORobotSurface2,0.95127667
InceptionTime,StarLightCurves,0.978128541
InceptionTime,Strawberry,0.975495495
InceptionTime,SwedishLeaf,0.96976
InceptionTime,Symbols,0.96958124
InceptionTime,SyntheticControl,0.995777778
InceptionTime,ToeSegmentation1,0.953070175
InceptionTime,ToeSegmentation2,0.963589744
InceptionTime,Trace,1
InceptionTime,TwoLeadECG,0.994820018
InceptionTime,TwoPatterns,1
InceptionTime,UMD,0.979861111
InceptionTime,UWaveGestureLibraryAll,0.951191141
InceptionTime,UWaveGestureLibraryX,0.833538061
InceptionTime,UWaveGestureLibraryY,0.770761213
InceptionTime,UWaveGestureLibraryZ,0.773217942
InceptionTime,Wafer,0.998626433
InceptionTime,Wine,0.887037037
InceptionTime,WordSynonyms,0.752089864
InceptionTime,Worms,0.780952381
InceptionTime,WormsTwoClass,0.802597403
InceptionTime,Yoga,0.912411111
HC2,Chinatown,0.983
HC2,BME,1.0
HC2,BirdChicken,0.9
HC2,Coffee,1.0
HC2,BeetleFly,0.95
HC2,ECGFiveDays,1.0
HC2,FaceFour,0.977
HC2,DiatomSizeReduction,0.974
HC2,CBF,0.999
HC2,GunPoint,1.0
HC2,ArrowHead,0.88
HC2,Beef,0.833
HC2,ECG200,0.88
HC2,Car,0.9
HC2,FreezerSmallTrain,0.977
HC2,DistalPhalanxOutlineAgeGroup,0.755
HC2,Fish,0.989
HC2,DistalPhalanxTW,0.705
HC2,FacesUCR,0.965
HC2,FreezerRegularTrain,0.999
HC2,ACSF1,0.93
HC2,Earthquakes,0.748
HC2,DistalPhalanxOutlineCorrect,0.772
HC2,InsectEPGSmallTrain,1.0
HC2,ItalyPowerDemand,0.969
HC2,Computers,0.768
HC2,Herring,0.578
HC2,GunPointOldVersusYoung,1.0
HC2,GunPointAgeSpan,0.997
HC2,GunPointMaleVersusFemale,1.0
HC2,CinCECGTorso,0.999
HC2,InsectEPGRegularTrain,1.0
HC2,Ham,0.705
HC2,HouseTwenty,0.966
HC2,Lightning2,0.77
HC2,Adiac,0.808
HC2,ECG5000,0.946
HC2,CricketX,0.831
HC2,CricketZ,0.862
HC2,CricketY,0.851
HC2,FaceAll,0.904
HC2,Meat,0.933
HC2,Lightning7,0.795
HC2,InsectWingbeatSound,0.662
HC2,MoteStrain,0.967
HC2,FiftyWords,0.835
HC2,Haptics,0.558
HC2,OliveOil,0.9
HC2,ChlorineConcentration,0.759
HC2,InlineSkate,0.531
HC2,PickupGestureWiimoteZ,0.84
HC2,MiddlePhalanxOutlineAgeGroup,0.578
HC2,Plane,1.0
HC2,MedicalImages,0.801
HC2,EOGHorizontalSignal,0.652
HC2,PowerCons,0.972
HC2,EOGVerticalSignal,0.564
HC2,MiddlePhalanxTW,0.565
HC2,MiddlePhalanxOutlineCorrect,0.845
HC2,Mallat,0.971
HC2,LargeKitchenAppliances,0.909
HC2,OSULeaf,0.971
HC2,Rock,0.9
HC2,ProximalPhalanxOutlineAgeGroup,0.854
HC2,ShapeletSim,1.0
HC2,ProximalPhalanxTW,0.834
HC2,ShakeGestureWiimoteZ,0.9
HC2,SonyAIBORobotSurface1,0.913
HC2,SmoothSubspace,0.987
HC2,ProximalPhalanxOutlineCorrect,0.89
HC2,SonyAIBORobotSurface2,0.925
HC2,PigAirwayPressure,0.962
HC2,PigArtPressure,1.0
HC2,ToeSegmentation1,0.965
HC2,PigCVP,0.952
HC2,ToeSegmentation2,0.931
HC2,MixedShapesSmallTrain,0.958
HC2,TwoLeadECG,0.999
HC2,Symbols,0.975
HC2,Trace,1.0
HC2,UMD,0.993
HC2,SyntheticControl,1.0
HC2,Wine,0.907
HC2,EthanolLevel,0.688
HC2,RefrigerationDevices,0.547
HC2,ScreenType,0.573
HC2,SwedishLeaf,0.963
HC2,SmallKitchenAppliances,0.829
HC2,SemgHandGenderCh2,0.975
HC2,Strawberry,0.978
HC2,Phoneme,0.386
HC2,WormsTwoClass,0.831
HC2,Worms,0.74
HC2,WordSynonyms,0.76
HC2,PhalangesOutlinesCorrect,0.834
HC2,Yoga,0.933
HC2,SemgHandSubjectCh2,0.936
HC2,SemgHandMovementCh2,0.862
HC2,TwoPatterns,1.0
HC2,ShapesAll,0.918
HC2,Wafer,1.0
HC2,MixedShapesRegularTrain,0.975
HC2,UWaveGestureLibraryX,0.856
HC2,UWaveGestureLibraryY,0.774
HC2,UWaveGestureLibraryZ,0.795
HC2,UWaveGestureLibraryAll,0.974
HC2,HandOutlines,0.941
HC2,NonInvasiveFetalECGThorax2,0.966
HC2,NonInvasiveFetalECGThorax1,0.95
HC2,StarLightCurves,0.983
HC2,FordB,0.825
HC2,FordA,0.946
HC2,Crop,0.76
HC2,ElectricDevices,0.757618986
Arsenal,ACSF1,0.89
Arsenal,Adiac,0.777493606
Arsenal,ArrowHead,0.817142857
Arsenal,Beef,0.833333333
Arsenal,BeetleFly,0.9
Arsenal,BirdChicken,0.9
Arsenal,BME,1
Arsenal,Car,0.916666667
Arsenal,CBF,1
Arsenal,Chinatown,0.979710145
Arsenal,ChlorineConcentration,0.78828125
Arsenal,CinCECGTorso,0.839130435
Arsenal,Coffee,1
Arsenal,Computers,0.764
Arsenal,CricketX,0.807692308
Arsenal,CricketY,0.843589744
Arsenal,CricketZ,0.861538462
Arsenal,Crop,0.744880952
Arsenal,DiatomSizeReduction,0.973856209
Arsenal,DistalPhalanxOutlineAgeGroup,0.755395683
Arsenal,DistalPhalanxOutlineCorrect,0.760869565
Arsenal,DistalPhalanxTW,0.71942446
Arsenal,Earthquakes,0.748201439
Arsenal,ECG200,0.9
Arsenal,ECG5000,0.946222222
Arsenal,ECGFiveDays,1
Arsenal,ElectricDevices,0.732200752
Arsenal,EOGHorizontalSignal,0.643646409
Arsenal,EOGVerticalSignal,0.552486188
Arsenal,EthanolLevel,0.584
Arsenal,FaceAll,0.946745562
Arsenal,FaceFour,0.977272727
Arsenal,FacesUCR,0.96195122
Arsenal,FiftyWords,0.821978022
Arsenal,Fish,0.977142857
Arsenal,FordA,0.946212121
Arsenal,FordB,0.803703704
Arsenal,FreezerRegularTrain,0.997192982
Arsenal,FreezerSmallTrain,0.950175439
Arsenal,GunPoint,1
Arsenal,GunPointAgeSpan,0.996835443
Arsenal,GunPointMaleVersusFemale,0.996835443
Arsenal,GunPointOldVersusYoung,0.987301587
Arsenal,Ham,0.733333333
Arsenal,HandOutlines,0.935135135
Arsenal,Haptics,0.519480519
Arsenal,Herring,0.671875
Arsenal,HouseTwenty,0.966386555
Arsenal,InlineSkate,0.469090909
Arsenal,InsectEPGRegularTrain,1
Arsenal,InsectEPGSmallTrain,0.983935743
Arsenal,InsectWingbeatSound,0.658080808
Arsenal,ItalyPowerDemand,0.967930029
Arsenal,LargeKitchenAppliances,0.904
Arsenal,Lightning2,0.754098361
Arsenal,Lightning7,0.808219178
Arsenal,Mallat,0.957782516
Arsenal,Meat,0.95
Arsenal,MedicalImages,0.8
Arsenal,MiddlePhalanxOutlineAgeGroup,0.597402597
Arsenal,MiddlePhalanxOutlineCorrect,0.828178694
Arsenal,MiddlePhalanxTW,0.558441558
Arsenal,MixedShapesRegularTrain,0.970309278
Arsenal,MixedShapesSmallTrain,0.940618557
Arsenal,MoteStrain,0.920926518
Arsenal,NonInvasiveFetalECGThorax1,0.949109415
Arsenal,NonInvasiveFetalECGThorax2,0.965394402
Arsenal,OliveOil,0.933333333
Arsenal,OSULeaf,0.938016529
Arsenal,PhalangesOutlinesCorrect,0.82983683
Arsenal,Phoneme,0.278481013
Arsenal,PigAirwayPressure,0.086538462
Arsenal,PigArtPressure,0.956730769
Arsenal,PigCVP,0.932692308
Arsenal,Plane,1
Arsenal,PowerCons,0.933333333
Arsenal,ProximalPhalanxOutlineAgeGroup,0.853658537
Arsenal,ProximalPhalanxOutlineCorrect,0.89347079
Arsenal,ProximalPhalanxTW,0.814634146
Arsenal,RefrigerationDevices,0.536
Arsenal,Rock,0.9
Arsenal,ScreenType,0.493333333
Arsenal,SemgHandGenderCh2,0.925
Arsenal,SemgHandMovementCh2,0.628888889
Arsenal,SemgHandSubjectCh2,0.877777778
Arsenal,ShapeletSim,1
Arsenal,ShapesAll,0.91
Arsenal,SmallKitchenAppliances,0.818666667
Arsenal,SmoothSubspace,0.98
Arsenal,SonyAIBORobotSurface1,0.921797005
Arsenal,SonyAIBORobotSurface2,0.909758657
Arsenal,StarLightCurves,0.98081593
Arsenal,Strawberry,0.978378378
Arsenal,SwedishLeaf,0.9632
Arsenal,Symbols,0.973869347
Arsenal,SyntheticControl,1
Arsenal,ToeSegmentation1,0.964912281
Arsenal,ToeSegmentation2,0.923076923
Arsenal,Trace,1
Arsenal,TwoLeadECG,0.999122037
Arsenal,TwoPatterns,1
Arsenal,UMD,0.993055556
Arsenal,UWaveGestureLibraryAll,0.974874372
Arsenal,UWaveGestureLibraryX,0.855667225
Arsenal,UWaveGestureLibraryY,0.770798437
Arsenal,UWaveGestureLibraryZ,0.792573981
Arsenal,Wafer,0.998215445
Arsenal,Wine,0.833333333
Arsenal,WordSynonyms,0.742946708
Arsenal,Worms,0.727272727
Arsenal,WormsTwoClass,0.779220779
Arsenal,Yoga,0.905333333
WEASEL (dilation),ACSF1,0.96
WEASEL (dilation),Adiac,0.8439897698209718
WEASEL (dilation),ArrowHead,0.8571428571428571
WEASEL (dilation),Beef,0.8333333333333334
WEASEL (dilation),BeetleFly,0.95
WEASEL (dilation),BirdChicken,0.9
WEASEL (dilation),BME,0.98
WEASEL (dilation),Car,0.9166666666666666
WEASEL (dilation),CBF,0.98
WEASEL (dilation),Chinatown,0.9766763848396501
WEASEL (dilation),ChlorineConcentration,0.7666666666666667
WEASEL (dilation),CinCECGTorso,0.9615942028985507
WEASEL (dilation),Coffee,1.0
WEASEL (dilation),Computers,0.716
WEASEL (dilation),CricketX,0.8128205128205128
WEASEL (dilation),CricketY,0.8102564102564103
WEASEL (dilation),CricketZ,0.8076923076923077
WEASEL (dilation),Crop,0.7608928571428571
WEASEL (dilation),DiatomSizeReduction,0.9673202614379085
WEASEL (dilation),DistalPhalanxOutlineAgeGroup,0.7769784172661871
WEASEL (dilation),DistalPhalanxOutlineCorrect,0.782608695652174
WEASEL (dilation),DistalPhalanxTW,0.697841726618705
WEASEL (dilation),Earthquakes,0.7482014388489209
WEASEL (dilation),ECG200,0.89
WEASEL (dilation),ECG5000,0.9482222222222222
WEASEL (dilation),ECGFiveDays,0.9709639953542393
WEASEL (dilation),ElectricDevices,0.7731811697574893
WEASEL (dilation),EOGHorizontalSignal,0.6160220994475138
WEASEL (dilation),EOGVerticalSignal,0.47513812154696133
WEASEL (dilation),EthanolLevel,0.586
WEASEL (dilation),FaceAll,0.7846153846153846
WEASEL (dilation),FaceFour,0.9431818181818182
WEASEL (dilation),FacesUCR,0.9463414634146341
WEASEL (dilation),FiftyWords,0.832967032967033
WEASEL (dilation),Fish,0.9885714285714285
WEASEL (dilation),FordA,0.9606060606060606
WEASEL (dilation),FordB,0.8395061728395061
WEASEL (dilation),FreezerRegularTrain,0.9933333333333333
WEASEL (dilation),FreezerSmallTrain,0.9743859649122807
WEASEL (dilation),GunPoint,1.0
WEASEL (dilation),GunPointAgeSpan,1.0
WEASEL (dilation),GunPointMaleVersusFemale,0.9968354430379747
WEASEL (dilation),GunPointOldVersusYoung,0.9936507936507937
WEASEL (dilation),Ham,0.7619047619047619
WEASEL (dilation),HandOutlines,0.9594594594594594
WEASEL (dilation),Haptics,0.4902597402597403
WEASEL (dilation),Herring,0.671875
WEASEL (dilation),HouseTwenty,0.9663865546218487
WEASEL (dilation),InlineSkate,0.44363636363636366
WEASEL (dilation),InsectEPGRegularTrain,1.0
WEASEL (dilation),InsectEPGSmallTrain,0.9839357429718876
WEASEL (dilation),InsectWingbeatSound,0.6388888888888888
WEASEL (dilation),ItalyPowerDemand,0.9591836734693877
WEASEL (dilation),LargeKitchenAppliances,0.8373333333333334
WEASEL (dilation),Lightning2,0.7213114754098361
WEASEL (dilation),Lightning7,0.8082191780821918
WEASEL (dilation),Mallat,0.9381663113006397
WEASEL (dilation),Meat,0.9166666666666666
WEASEL (dilation),MedicalImages,0.7802631578947369
WEASEL (dilation),MiddlePhalanxOutlineAgeGroup,0.6103896103896104
WEASEL (dilation),MiddlePhalanxOutlineCorrect,0.8350515463917526
WEASEL (dilation),MiddlePhalanxTW,0.551948051948052
WEASEL (dilation),MixedShapesRegularTrain,0.9748453608247423
WEASEL (dilation),MixedShapesSmallTrain,0.9616494845360825
WEASEL (dilation),MoteStrain,0.9600638977635783
WEASEL (dilation),NonInvasiveFetalECGThorax1,0.9272264631043257
WEASEL (dilation),NonInvasiveFetalECGThorax2,0.95470737913486
WEASEL (dilation),OliveOil,0.9666666666666667
WEASEL (dilation),OSULeaf,0.9669421487603306
WEASEL (dilation),PhalangesOutlinesCorrect,0.8368298368298368
WEASEL (dilation),Phoneme,0.34862869198312235
WEASEL (dilation),PickupGestureWiimoteZ,0.78
WEASEL (dilation),PigAirwayPressure,0.9375
WEASEL (dilation),PigArtPressure,0.9855769230769231
WEASEL (dilation),PigCVP,0.9663461538461539
WEASEL (dilation),Plane,1.0
WEASEL (dilation),PowerCons,0.9277777777777778
WEASEL (dilation),ProximalPhalanxOutlineAgeGroup,0.8585365853658536
WEASEL (dilation),ProximalPhalanxOutlineCorrect,0.8969072164948454
WEASEL (dilation),ProximalPhalanxTW,0.8097560975609757
WEASEL (dilation),RefrigerationDevices,0.5546666666666666
WEASEL (dilation),Rock,0.9
WEASEL (dilation),ScreenType,0.48
WEASEL (dilation),SemgHandGenderCh2,0.9383333333333334
WEASEL (dilation),SemgHandMovementCh2,0.6377777777777778
WEASEL (dilation),SemgHandSubjectCh2,0.8955555555555555
WEASEL (dilation),ShakeGestureWiimoteZ,0.88
WEASEL (dilation),ShapeletSim,1.0
WEASEL (dilation),ShapesAll,0.935
WEASEL (dilation),SmallKitchenAppliances,0.7786666666666666
WEASEL (dilation),SmoothSubspace,0.9733333333333334
WEASEL (dilation),SonyAIBORobotSurface1,0.9384359400998337
WEASEL (dilation),SonyAIBORobotSurface2,0.9527806925498427
WEASEL (dilation),StarLightCurves,0.9832442933462846
WEASEL (dilation),Strawberry,0.981081081081081
WEASEL (dilation),SwedishLeaf,0.9776
WEASEL (dilation),Symbols,0.9839195979899498
WEASEL (dilation),SyntheticControl,0.9966666666666667
WEASEL (dilation),ToeSegmentation1,0.9692982456140351
WEASEL (dilation),ToeSegmentation2,0.9384615384615385
WEASEL (dilation),Trace,1.0
WEASEL (dilation),TwoLeadECG,0.9991220368744512
WEASEL (dilation),TwoPatterns,0.9975
WEASEL (dilation),UMD,0.9861111111111112
WEASEL (dilation),UWaveGestureLibraryAll,0.9592406476828588
WEASEL (dilation),UWaveGestureLibraryX,0.844500279173646
WEASEL (dilation),UWaveGestureLibraryY,0.7674483528754885
WEASEL (dilation),Wafer,0.9995133030499675
WEASEL (dilation),Wine,0.9074074074074074
WEASEL (dilation),WordSynonyms,0.7351097178683386
WEASEL (dilation),Worms,0.7142857142857143
WEASEL (dilation),WormsTwoClass,0.8051948051948052
WEASEL (dilation),Yoga,0.9263333333333333